methyl_chr	methyl_start	methyl_end	name	chr	med_start3kb	med_end3kb	enhancer	Chr	Coordinate	Strand	Methylation.Status	Methylation.Difference	Meancase	Meancontrol	Region	GeneName
20	55965803	55965803	chr20:57390747	20	55965649	55965902	chr20:55965649-55965902	chr20	57390747	+	hypomethylation	-0.41	0.39	0.8	TSS1500	RBM38
20	55965805	55965805	chr20:57390749	20	55965649	55965902	chr20:55965649-55965902	chr20	57390749	-	hypomethylation	-0.5	0.37	0.87	intron	RP4-800J21.3
20	55965805	55965805	chr20:57390749	20	55965649	55965902	chr20:55965649-55965902	chr20	57390749	+	hypomethylation	-0.5	0.37	0.87	TSS1500	RBM38
20	55965820	55965820	chr20:57390764	20	55965649	55965902	chr20:55965649-55965902	chr20	57390764	+	hypomethylation	-0.46	0.47	0.93	TSS1500	RBM38
20	55965820	55965820	chr20:57390764	20	55965649	55965902	chr20:55965649-55965902	chr20	57390764	-	hypomethylation	-0.46	0.47	0.93	intron	RP4-800J21.3
20	55965824	55965824	chr20:57390768	20	55965649	55965902	chr20:55965649-55965902	chr20	57390768	-	hypomethylation	-0.47	0.46	0.92	intron	RP4-800J21.3
20	55965824	55965824	chr20:57390768	20	55965649	55965902	chr20:55965649-55965902	chr20	57390768	+	hypomethylation	-0.47	0.46	0.92	TSS1500	RBM38
20	55965831	55965831	chr20:57390775	20	55965649	55965902	chr20:55965649-55965902	chr20	57390775	+	hypomethylation	-0.37	0.41	0.78	TSS1500	RBM38
20	55965831	55965831	chr20:57390775	20	55965649	55965902	chr20:55965649-55965902	chr20	57390775	-	hypomethylation	-0.37	0.41	0.78	intron	RP4-800J21.3
20	55965840	55965840	chr20:57390784	20	55965649	55965902	chr20:55965649-55965902	chr20	57390784	+	hypomethylation	-0.59	0.3	0.88	TSS1500	RBM38
20	55965840	55965840	chr20:57390784	20	55965649	55965902	chr20:55965649-55965902	chr20	57390784	-	hypomethylation	-0.59	0.3	0.88	intron	RP4-800J21.3
20	55965842	55965842	chr20:57390786	20	55965649	55965902	chr20:55965649-55965902	chr20	57390786	+	hypomethylation	-0.42	0.33	0.75	TSS1500	RBM38
20	55965842	55965842	chr20:57390786	20	55965649	55965902	chr20:55965649-55965902	chr20	57390786	-	hypomethylation	-0.42	0.33	0.75	intron	RP4-800J21.3
20	55965848	55965848	chr20:57390792	20	55965649	55965902	chr20:55965649-55965902	chr20	57390792	+	hypomethylation	-0.41	0.27	0.69	TSS1500	RBM38
20	55965848	55965848	chr20:57390792	20	55965649	55965902	chr20:55965649-55965902	chr20	57390792	-	hypomethylation	-0.41	0.27	0.69	intron	RP4-800J21.3
20	55965865	55965865	chr20:57390809	20	55965649	55965902	chr20:55965649-55965902	chr20	57390809	+	hypomethylation	-0.54	0.19	0.73	TSS1500	RBM38
20	55965865	55965865	chr20:57390809	20	55965649	55965902	chr20:55965649-55965902	chr20	57390809	-	hypomethylation	-0.54	0.19	0.73	intron	RP4-800J21.3
20	55965871	55965871	chr20:57390815	20	55965649	55965902	chr20:55965649-55965902	chr20	57390815	-	hypomethylation	-0.33	0.13	0.47	intron	RP4-800J21.3
20	55965871	55965871	chr20:57390815	20	55965649	55965902	chr20:55965649-55965902	chr20	57390815	+	hypomethylation	-0.33	0.13	0.47	TSS1500	RBM38
20	55965893	55965893	chr20:57390837	20	55965649	55965902	chr20:55965649-55965902	chr20	57390837	+	hypomethylation	-0.35	0.19	0.54	TSS1500	RBM38
20	55965893	55965893	chr20:57390837	20	55965649	55965902	chr20:55965649-55965902	chr20	57390837	-	hypomethylation	-0.35	0.19	0.54	intron	RP4-800J21.3
20	57032489	57032489	chr20:58457433	20	57032377	57032636	chr20:57032377-57032636	chr20	58457433	+	hypermethylation	0.41	0.73	0.32	TTS10kb	VAPB
20	57032489	57032489	chr20:58457433	20	57032377	57032636	chr20:57032377-57032636	chr20	58457433	-	hypermethylation	0.41	0.73	0.32	TTS10kb	APCDD1L
20	57186326	57186326	chr20:58611270	20	57186271	57186506	chr20:57186271-57186506	chr20	58611270	+	hypomethylation	-0.33	0.2	0.53	intron	APCDD1L-AS1
20	57186326	57186326	chr20:58611270	20	57186271	57186506	chr20:57186271-57186506	chr20	58611270	+	hypomethylation	-0.33	0.2	0.53	TTS10kb	RP5-907D15.3
20	57199071	57199071	chr20:58624015	20	57198784	57199334	chr20:57198784-57199334	chr20	58624015	+	hypermethylation	0.44	0.56	0.12	TTS10kb	APCDD1L-AS1
20	57199081	57199081	chr20:58624025	20	57198784	57199334	chr20:57198784-57199334	chr20	58624025	+	hypermethylation	0.6	0.6	0	TTS10kb	APCDD1L-AS1
20	57199112	57199112	chr20:58624056	20	57198784	57199334	chr20:57198784-57199334	chr20	58624056	+	hypermethylation	0.37	0.62	0.25	TTS10kb	APCDD1L-AS1
20	57199121	57199121	chr20:58624065	20	57198784	57199334	chr20:57198784-57199334	chr20	58624065	+	hypermethylation	0.38	0.66	0.28	TTS10kb	APCDD1L-AS1
20	57725021	57725021	chr20:59149966	20	57724882	57725213	chr20:57724882-57725213	chr20	59149966	+	hypomethylation	-0.3	0.5	0.8	TTS10kb	RP3-492J12.2
20	58784221	58784221	chr20:60209163	20	58784200	58784511	chr20:58784200-58784511	chr20	60209163	+	hypomethylation	-0.4	0.4	0.8	intron	MIR646HG
20	60876325	60876325	chr20:62301269	20	60875997	60876347	chr20:60875997-60876347	chr20	62301269	-	hypermethylation	0.3	0.78	0.48	TTS10kb	LAMA5
20	60876325	60876325	chr20:62301269	20	60875997	60876347	chr20:60875997-60876347	chr20	62301269	+	hypermethylation	0.3	0.78	0.48	TTS10kb	OSBPL2
20	60876325	60876325	chr20:62301269	20	60875997	60876347	chr20:60875997-60876347	chr20	62301269	-	hypermethylation	0.3	0.78	0.48	TTS10kb	RP11-157P1.4
20	60876325	60876325	chr20:62301269	20	60875997	60876347	chr20:60875997-60876347	chr20	62301269	+	hypermethylation	0.3	0.78	0.48	TSS1500	ADRM1
20	60956323	60956323	chr20:62381267	20	60956313	60956720	chr20:60956313-60956720	chr20	62381267	-	hypermethylation	0.49	0.89	0.4	TTS10kb	RP5-908M14.9
20	60956323	60956323	chr20:62381267	20	60956313	60956720	chr20:60956313-60956720	chr20	62381267	-	hypermethylation	0.49	0.89	0.4	TTS10kb	CABLES2
20	60956404	60956404	chr20:62381348	20	60956313	60956720	chr20:60956313-60956720	chr20	62381348	-	hypermethylation	0.33	0.83	0.5	TTS10kb	RP5-908M14.9
20	60956404	60956404	chr20:62381348	20	60956313	60956720	chr20:60956313-60956720	chr20	62381348	-	hypermethylation	0.33	0.83	0.5	TTS10kb	CABLES2
20	61192983	61192983	chr20:62595776	20	61192605	61193059	chr20:61192605-61193059	chr20	62595776	-	hypermethylation	0.31	0.31	0	TTS10kb	WI2-87327B8.2
20	61193035	61193035	chr20:62595828	20	61192605	61193059	chr20:61192605-61193059	chr20	62595828	-	hypermethylation	0.41	0.41	0	TTS10kb	WI2-87327B8.2
20	61200972	61200972	chr20:62603765	20	61200879	61201219	chr20:61200879-61201219	chr20	62603765	-	hypermethylation	0.44	0.44	0	TSS1500	WI2-87327B8.2
20	61201110	61201110	chr20:62603903	20	61200879	61201219	chr20:61200879-61201219	chr20	62603903	-	hypermethylation	0.53	0.53	0	TSS1500	WI2-87327B8.2
20	61201117	61201117	chr20:62603910	20	61200879	61201219	chr20:61200879-61201219	chr20	62603910	-	hypermethylation	0.62	0.62	0	TSS1500	WI2-87327B8.2
20	61201126	61201126	chr20:62603919	20	61200879	61201219	chr20:61200879-61201219	chr20	62603919	-	hypermethylation	0.66	0.66	0	TSS1500	WI2-87327B8.2
20	61201165	61201165	chr20:62603958	20	61200879	61201219	chr20:61200879-61201219	chr20	62603958	-	hypermethylation	0.6	0.6	0	TSS1500	WI2-87327B8.2
20	61201173	61201173	chr20:62603966	20	61200879	61201219	chr20:61200879-61201219	chr20	62603966	-	hypermethylation	0.58	0.71	0.12	TSS1500	WI2-87327B8.2
20	61201194	61201194	chr20:62603987	20	61200879	61201219	chr20:61200879-61201219	chr20	62603987	-	hypermethylation	0.64	0.64	0	TSS1500	WI2-87327B8.2
20	61201206	61201206	chr20:62603999	20	61200879	61201219	chr20:61200879-61201219	chr20	62603999	-	hypermethylation	0.57	0.57	0	TSS1500	WI2-87327B8.2
20	61317503	61317503	chr20:62686151	20	61317452	61317806	chr20:61317452-61317806	chr20	62686151	-	hypomethylation	-0.31	0.07	0.38	TTS10kb	LINC00686
20	61317503	61317503	chr20:62686151	20	61317452	61317806	chr20:61317452-61317806	chr20	62686151	+	hypomethylation	-0.31	0.07	0.38	TTS10kb	SLCO4A1
20	61317716	61317716	chr20:62686364	20	61317452	61317806	chr20:61317452-61317806	chr20	62686364	+	hypomethylation	-0.32	0.04	0.36	TTS10kb	SLCO4A1
20	61317716	61317716	chr20:62686364	20	61317452	61317806	chr20:61317452-61317806	chr20	62686364	-	hypomethylation	-0.32	0.04	0.36	TTS10kb	LINC00686
20	61505866	61505866	chr20:62874514	20	61505589	61505880	chr20:61505589-61505880	chr20	62874514	-	hypomethylation	-0.39	0.55	0.94	TTS10kb	DIDO1
20	61505866	61505866	chr20:62874514	20	61505589	61505880	chr20:61505589-61505880	chr20	62874514	-	hypomethylation	-0.39	0.55	0.94	TSS1500	ARF4P2
20	61641807	61641807	chr20:63010455	20	61641732	61642015	chr20:61641732-61642015	chr20	63010455	+	hypermethylation	0.3	0.3	0	intron	RP11-305P22.9
20	61641868	61641868	chr20:63010516	20	61641732	61642015	chr20:61641732-61642015	chr20	63010516	+	hypermethylation	0.33	0.33	0	intron	RP11-305P22.9
20	61822857	61822857	chr20:63191505	20	61822824	61823015	chr20:61822824-61823015	chr20	63191505	-	hypomethylation	-0.36	0.24	0.6	TTS10kb	YTHDF1
20	61822866	61822866	chr20:63191514	20	61822824	61823015	chr20:61822824-61823015	chr20	63191514	-	hypomethylation	-0.58	0.33	0.91	TTS10kb	YTHDF1
20	61822869	61822869	chr20:63191517	20	61822824	61823015	chr20:61822824-61823015	chr20	63191517	-	hypomethylation	-0.62	0.28	0.9	TTS10kb	YTHDF1
20	61822879	61822879	chr20:63191527	20	61822824	61823015	chr20:61822824-61823015	chr20	63191527	-	hypomethylation	-0.54	0.35	0.89	TTS10kb	YTHDF1
20	61822891	61822891	chr20:63191539	20	61822824	61823015	chr20:61822824-61823015	chr20	63191539	-	hypomethylation	-0.34	0.33	0.67	TTS10kb	YTHDF1
20	61822912	61822912	chr20:63191560	20	61822824	61823015	chr20:61822824-61823015	chr20	63191560	-	hypomethylation	-0.36	0.42	0.78	TTS10kb	YTHDF1
20	62139658	62139658	chr20:63508305	20	62139467	62139677	chr20:62139467-62139677	chr20	63508305	+	hypomethylation	-0.35	0.65	1	TTS10kb	RP4-697K14.3
20	62150956	62150956	chr20:63519603	20	62150785	62151100	chr20:62150785-62151100	chr20	63519603	-	hypermethylation	0.3	0.3	0	TTS10kb	PTK6
20	62150956	62150956	chr20:63519603	20	62150785	62151100	chr20:62150785-62151100	chr20	63519603	+	hypermethylation	0.3	0.3	0	TSS1500	PPDPF
20	62170194	62170194	chr20:63538841	20	62170184	62170345	chr20:62170184-62170345	chr20	63538841	-	hypomethylation	-0.59	0.21	0.8	TSS1500	PTK6
20	62170194	62170194	chr20:63538841	20	62170184	62170345	chr20:62170184-62170345	chr20	63538841	-	hypomethylation	-0.59	0.21	0.8	TTS10kb	SRMS
20	62170296	62170296	chr20:63538943	20	62170184	62170345	chr20:62170184-62170345	chr20	63538943	-	hypomethylation	-0.39	0.18	0.57	TTS10kb	SRMS
20	62485408	62485408	chr20:63854055	20	62485386	62485810	chr20:62485386-62485810	chr20	63854055	-	hypermethylation	0.41	0.69	0.28	TTS10kb	RP4-591C20.9
20	62485703	62485703	chr20:63854350	20	62485386	62485810	chr20:62485386-62485810	chr20	63854350	-	hypermethylation	0.48	0.68	0.2	TTS10kb	RP4-591C20.9
20	62485763	62485763	chr20:63854410	20	62485386	62485810	chr20:62485386-62485810	chr20	63854410	-	hypermethylation	0.33	0.53	0.2	TTS10kb	RP4-591C20.9
20	62494992	62494992	chr20:63863639	20	62494990	62495823	chr20:62494990-62495823	chr20	63863639	-	hypermethylation	0.32	0.54	0.22	1_exon	RP4-591C20.9
20	62494992	62494992	chr20:63863639	20	62494990	62495823	chr20:62494990-62495823	chr20	63863639	+	hypermethylation	0.32	0.54	0.22	TTS10kb	ABHD16B
20	9479262	9479262	chr20:9498615	20	9479194	9479413	chr20:9479194-9479413	chr20	9498615	-	hypomethylation	-0.34	0.58	0.92	TTS10kb	LAMP5-AS1
21	15442766	15442766	chr21:14070445	21	15442714	15442952	chr21:15442714-15442952	chr21	14070445	+	hypomethylation	-0.32	0.63	0.95	TTS10kb	ANKRD20A18P
21	15442766	15442766	chr21:14070445	21	15442714	15442952	chr21:15442714-15442952	chr21	14070445	+	hypomethylation	-0.32	0.63	0.95	intron	AP001347.6
21	16251875	16251875	chr21:14879554	21	16251857	16252256	chr21:16251857-16252256	chr21	14879554	-	hypomethylation	-0.43	0.28	0.71	intron	AF127936.7
21	16251875	16251875	chr21:14879554	21	16251857	16252256	chr21:16251857-16252256	chr21	14879554	-	hypomethylation	-0.43	0.28	0.71	intron	AF127936.9
21	16252040	16252040	chr21:14879719	21	16251857	16252256	chr21:16251857-16252256	chr21	14879719	-	hypomethylation	-0.47	0.2	0.67	intron	AF127936.7
21	16252040	16252040	chr21:14879719	21	16251857	16252256	chr21:16251857-16252256	chr21	14879719	-	hypomethylation	-0.47	0.2	0.67	intron	AF127936.9
21	17652451	17652451	chr21:16280130	21	17652343	17653123	chr21:17652343-17653123	chr21	16280130	+	hypermethylation	0.35	0.66	0.31	intron	MIR99AHG
21	17652501	17652501	chr21:16280180	21	17652343	17653123	chr21:17652343-17653123	chr21	16280180	+	hypermethylation	0.36	0.73	0.37	intron	MIR99AHG
21	17652529	17652529	chr21:16280208	21	17652343	17653123	chr21:17652343-17653123	chr21	16280208	+	hypermethylation	0.34	0.78	0.44	intron	MIR99AHG
21	17678199	17678199	chr21:16305878	21	17678130	17678559	chr21:17678130-17678559	chr21	16305878	+	hypermethylation	0.36	0.51	0.16	intron	MIR99AHG
21	17678199	17678199	chr21:16305878	21	17678130	17678559	chr21:17678130-17678559	chr21	16305878	-	hypermethylation	0.36	0.51	0.16	intron	AP001172.2
21	17678209	17678209	chr21:16305888	21	17678130	17678559	chr21:17678130-17678559	chr21	16305888	-	hypermethylation	0.4	0.61	0.21	intron	AP001172.2
21	17678209	17678209	chr21:16305888	21	17678130	17678559	chr21:17678130-17678559	chr21	16305888	+	hypermethylation	0.4	0.61	0.21	intron	MIR99AHG
21	17678266	17678266	chr21:16305945	21	17678130	17678559	chr21:17678130-17678559	chr21	16305945	-	hypermethylation	0.5	0.62	0.12	intron	AP001172.2
21	17678266	17678266	chr21:16305945	21	17678130	17678559	chr21:17678130-17678559	chr21	16305945	+	hypermethylation	0.5	0.62	0.12	intron	MIR99AHG
21	17678334	17678334	chr21:16306013	21	17678130	17678559	chr21:17678130-17678559	chr21	16306013	+	hypermethylation	0.3	0.55	0.25	intron	MIR99AHG
21	17678334	17678334	chr21:16306013	21	17678130	17678559	chr21:17678130-17678559	chr21	16306013	-	hypermethylation	0.3	0.55	0.25	intron	AP001172.2
21	17678352	17678352	chr21:16306031	21	17678130	17678559	chr21:17678130-17678559	chr21	16306031	-	hypermethylation	0.5	0.69	0.19	intron	AP001172.2
21	17678352	17678352	chr21:16306031	21	17678130	17678559	chr21:17678130-17678559	chr21	16306031	+	hypermethylation	0.5	0.69	0.19	intron	MIR99AHG
21	17682017	17682017	chr21:16309696	21	17681993	17682347	chr21:17681993-17682347	chr21	16309696	+	hypermethylation	0.38	0.78	0.4	intron	MIR99AHG
21	17682042	17682042	chr21:16309721	21	17681993	17682347	chr21:17681993-17682347	chr21	16309721	+	hypermethylation	0.31	0.81	0.5	intron	MIR99AHG
21	17682107	17682107	chr21:16309786	21	17681993	17682347	chr21:17681993-17682347	chr21	16309786	+	hypermethylation	0.42	0.8	0.38	intron	MIR99AHG
21	17907168	17907168	chr21:16534848	21	17906909	17907886	chr21:17906909-17907886	chr21	16534848	+	hypermethylation	0.36	0.51	0.14	intron	MIR99AHG
21	17907620	17907620	chr21:16535300	21	17906909	17907886	chr21:17906909-17907886	chr21	16535300	+	hypermethylation	0.36	0.59	0.23	intron	MIR99AHG
21	17907723	17907723	chr21:16535403	21	17906909	17907886	chr21:17906909-17907886	chr21	16535403	+	hypermethylation	0.38	0.6	0.22	intron	MIR99AHG
21	27564018	27564018	chr21:26191699	21	27563947	27564215	chr21:27563947-27564215	chr21	26191699	+	hypomethylation	-0.33	0.52	0.85	intron	AP000230.1
21	28795674	28795674	chr21:27423355	21	28795435	28795716	chr21:28795435-28795716	chr21	27423355	-	hypermethylation	0.43	0.43	0	intron	AP001604.3
21	28804336	28804336	chr21:27432017	21	28804215	28804390	chr21:28804215-28804390	chr21	27432017	-	hypomethylation	-0.38	0.47	0.86	intron	AP001604.3
21	29476762	29476762	chr21:28104443	21	29476694	29476903	chr21:29476694-29476903	chr21	28104443	+	hypomethylation	-0.39	0.28	0.67	intron	AL035610.1
21	29476762	29476762	chr21:28104443	21	29476694	29476903	chr21:29476694-29476903	chr21	28104443	+	hypomethylation	-0.39	0.28	0.67	TTS10kb	AL035610.1
21	29476875	29476875	chr21:28104556	21	29476694	29476903	chr21:29476694-29476903	chr21	28104556	+	hypomethylation	-0.33	0.32	0.65	intron	AL035610.1
21	29476875	29476875	chr21:28104556	21	29476694	29476903	chr21:29476694-29476903	chr21	28104556	+	hypomethylation	-0.33	0.32	0.65	TTS10kb	AL035610.1
21	29476891	29476891	chr21:28104572	21	29476694	29476903	chr21:29476694-29476903	chr21	28104572	+	hypomethylation	-0.4	0.28	0.68	intron	AL035610.1
21	29476891	29476891	chr21:28104572	21	29476694	29476903	chr21:29476694-29476903	chr21	28104572	+	hypomethylation	-0.4	0.28	0.68	TTS10kb	AL035610.1
21	30374901	30374901	chr21:29002580	21	30374865	30375265	chr21:30374865-30375265	chr21	29002580	-	hypermethylation	0.32	0.32	0	TTS10kb	RWDD2B
21	30374936	30374936	chr21:29002615	21	30374865	30375265	chr21:30374865-30375265	chr21	29002615	-	hypermethylation	0.33	0.33	0	TTS10kb	RWDD2B
21	30555119	30555119	chr21:29182798	21	30555048	30555502	chr21:30555048-30555502	chr21	29182798	-	hypomethylation	-0.5	0.5	1	intron	AF124730.4
21	30555119	30555119	chr21:29182798	21	30555048	30555502	chr21:30555048-30555502	chr21	29182798	+	hypomethylation	-0.5	0.5	1	TTS10kb	MAP3K7CL
21	44072819	44072819	chr21:42652709	21	44072717	44073208	chr21:44072717-44073208	chr21	42652709	-	hypermethylation	0.33	0.33	0	TSS1500	AP001626.2
21	44072819	44072819	chr21:42652709	21	44072717	44073208	chr21:44072717-44073208	chr21	42652709	+	hypermethylation	0.33	0.33	0	TSS1500	PDE9A
21	44072937	44072937	chr21:42652827	21	44072717	44073208	chr21:44072717-44073208	chr21	42652827	+	hypermethylation	0.49	0.49	0	TSS1500	PDE9A
21	44072966	44072966	chr21:42652856	21	44072717	44073208	chr21:44072717-44073208	chr21	42652856	+	hypermethylation	0.33	0.73	0.4	TSS1500	PDE9A
21	44073059	44073059	chr21:42652949	21	44072717	44073208	chr21:44072717-44073208	chr21	42652949	+	hypermethylation	0.32	0.7	0.38	TSS1500	PDE9A
21	44073084	44073084	chr21:42652974	21	44072717	44073208	chr21:44072717-44073208	chr21	42652974	+	hypermethylation	0.44	0.77	0.33	TSS1500	PDE9A
21	44073158	44073158	chr21:42653048	21	44072717	44073208	chr21:44072717-44073208	chr21	42653048	+	hypermethylation	0.52	0.74	0.22	TSS1500	PDE9A
21	44073169	44073169	chr21:42653059	21	44072717	44073208	chr21:44072717-44073208	chr21	42653059	+	hypermethylation	0.44	0.63	0.18	TSS1500	PDE9A
21	44073201	44073201	chr21:42653091	21	44072717	44073208	chr21:44072717-44073208	chr21	42653091	+	hypermethylation	0.64	0.64	0	TSS1500	PDE9A
21	44573800	44573800	chr21:43153690	21	44573696	44574026	chr21:44573696-44574026	chr21	43153690	-	hypermethylation	0.34	0.93	0.59	TTS10kb	AP001631.10
21	44598746	44598746	chr21:43178636	21	44598375	44598751	chr21:44598375-44598751	chr21	43178636	+	hypermethylation	0.39	0.56	0.17	TTS10kb	CRYAA
21	44775889	44775889	chr21:43356009	21	44775827	44776035	chr21:44775827-44776035	chr21	43356009	-	hypomethylation	-0.42	0.44	0.86	TTS10kb	AP001046.5
21	44775968	44775968	chr21:43356088	21	44775827	44776035	chr21:44775827-44776035	chr21	43356088	-	hypomethylation	-0.42	0.38	0.8	TTS10kb	AP001046.5
21	44830575	44830575	chr21:43410695	21	44830426	44830842	chr21:44830426-44830842	chr21	43410695	-	hypomethylation	-0.31	0.32	0.62	TTS10kb	SIK1
21	44830597	44830597	chr21:43410717	21	44830426	44830842	chr21:44830426-44830842	chr21	43410717	-	hypomethylation	-0.35	0.36	0.71	TTS10kb	SIK1
21	44830678	44830678	chr21:43410798	21	44830426	44830842	chr21:44830426-44830842	chr21	43410798	-	hypomethylation	-0.32	0.51	0.83	TTS10kb	SIK1
21	44830780	44830780	chr21:43410900	21	44830426	44830842	chr21:44830426-44830842	chr21	43410900	-	hypomethylation	-0.53	0.47	1	TTS10kb	SIK1
21	44830824	44830824	chr21:43410944	21	44830426	44830842	chr21:44830426-44830842	chr21	43410944	-	hypomethylation	-0.31	0.69	1	TTS10kb	SIK1
21	44831993	44831993	chr21:43412113	21	44831891	44832268	chr21:44831891-44832268	chr21	43412113	-	hypomethylation	-0.36	0.49	0.85	TTS10kb	SIK1
21	44832124	44832124	chr21:43412244	21	44831891	44832268	chr21:44831891-44832268	chr21	43412244	-	hypermethylation	0.38	0.63	0.25	TTS10kb	SIK1
21	44867296	44867296	chr21:43447416	21	44867284	44867543	chr21:44867284-44867543	chr21	43447416	+	hypermethylation	0.33	0.67	0.33	intron	LINC00319
21	44867356	44867356	chr21:43447476	21	44867284	44867543	chr21:44867284-44867543	chr21	43447476	+	hypermethylation	0.39	0.54	0.14	intron	LINC00319
21	44876619	44876619	chr21:43456739	21	44876530	44876883	chr21:44876530-44876883	chr21	43456739	+	hypermethylation	0.36	0.65	0.28	TTS10kb	LINC00319
21	44876619	44876619	chr21:43456739	21	44876530	44876883	chr21:44876530-44876883	chr21	43456739	-	hypermethylation	0.36	0.65	0.28	TTS10kb	LINC00313
21	44876629	44876629	chr21:43456749	21	44876530	44876883	chr21:44876530-44876883	chr21	43456749	-	hypermethylation	0.38	0.66	0.28	TTS10kb	LINC00313
21	44876629	44876629	chr21:43456749	21	44876530	44876883	chr21:44876530-44876883	chr21	43456749	+	hypermethylation	0.38	0.66	0.28	TTS10kb	LINC00319
21	44876634	44876634	chr21:43456754	21	44876530	44876883	chr21:44876530-44876883	chr21	43456754	+	hypermethylation	0.33	0.66	0.33	TTS10kb	LINC00319
21	44876634	44876634	chr21:43456754	21	44876530	44876883	chr21:44876530-44876883	chr21	43456754	-	hypermethylation	0.33	0.66	0.33	TTS10kb	LINC00313
21	44876686	44876686	chr21:43456806	21	44876530	44876883	chr21:44876530-44876883	chr21	43456806	-	hypermethylation	0.35	0.75	0.4	TTS10kb	LINC00313
21	44876686	44876686	chr21:43456806	21	44876530	44876883	chr21:44876530-44876883	chr21	43456806	+	hypermethylation	0.35	0.75	0.4	TTS10kb	LINC00319
21	44876985	44876985	chr21:43457105	21	44876908	44877060	chr21:44876908-44877060	chr21	43457105	-	hypermethylation	0.34	0.63	0.28	TTS10kb	LINC00313
21	44876985	44876985	chr21:43457105	21	44876908	44877060	chr21:44876908-44877060	chr21	43457105	+	hypermethylation	0.34	0.63	0.28	TTS10kb	LINC00319
21	44939970	44939970	chr21:43520090	21	44939768	44940090	chr21:44939768-44940090	chr21	43520090	-	hypomethylation	-0.36	0.21	0.56	TTS10kb	HSF2BP
21	45574692	45574692	chr21:44154809	21	45574660	45575436	chr21:45574660-45575436	chr21	44154809	+	hypermethylation	0.33	0.53	0.2	TTS10kb	C21orf33
21	45574692	45574692	chr21:44154809	21	45574660	45575436	chr21:45574660-45575436	chr21	44154809	-	hypermethylation	0.33	0.53	0.2	TTS10kb	AP001055.6
21	45575121	45575121	chr21:44155238	21	45574660	45575436	chr21:45574660-45575436	chr21	44155238	+	hypermethylation	0.34	0.72	0.38	TTS10kb	C21orf33
21	45575121	45575121	chr21:44155238	21	45574660	45575436	chr21:45574660-45575436	chr21	44155238	-	hypermethylation	0.34	0.72	0.38	TTS10kb	AP001055.6
21	45575178	45575178	chr21:44155295	21	45574660	45575436	chr21:45574660-45575436	chr21	44155295	+	hypermethylation	0.32	0.77	0.45	TTS10kb	C21orf33
21	45575178	45575178	chr21:44155295	21	45574660	45575436	chr21:45574660-45575436	chr21	44155295	-	hypermethylation	0.32	0.77	0.45	TTS10kb	AP001055.6
21	45575221	45575221	chr21:44155338	21	45574660	45575436	chr21:45574660-45575436	chr21	44155338	+	hypermethylation	0.54	0.66	0.12	TTS10kb	C21orf33
21	45575221	45575221	chr21:44155338	21	45574660	45575436	chr21:45574660-45575436	chr21	44155338	-	hypermethylation	0.54	0.66	0.12	TTS10kb	AP001055.6
21	45577396	45577396	chr21:44157513	21	45577373	45578052	chr21:45577373-45578052	chr21	44157513	-	hypermethylation	0.34	0.74	0.4	TTS10kb	AP001055.6
21	45577552	45577552	chr21:44157669	21	45577373	45578052	chr21:45577373-45578052	chr21	44157669	-	hypomethylation	-0.32	0.68	1	TTS10kb	AP001055.6
21	45601675	45601675	chr21:44181792	21	45601467	45601803	chr21:45601467-45601803	chr21	44181792	+	hypermethylation	0.42	0.47	0.05	TTS10kb	AP001056.1
21	45616450	45616450	chr21:44196567	21	45616099	45616530	chr21:45616099-45616530	chr21	44196567	-	hypermethylation	0.45	0.59	0.14	TTS10kb	AP001058.3
21	45663787	45663787	chr21:44243904	21	45663780	45664167	chr21:45663780-45664167	chr21	44243904	+	hypomethylation	-0.51	0.14	0.65	TTS10kb	AP001059.6
21	45663787	45663787	chr21:44243904	21	45663780	45664167	chr21:45663780-45664167	chr21	44243904	+	hypomethylation	-0.51	0.14	0.65	TSS1500	AP001059.7
21	45663787	45663787	chr21:44243904	21	45663780	45664167	chr21:45663780-45664167	chr21	44243904	-	hypomethylation	-0.51	0.14	0.65	TTS10kb	DNMT3L
21	45663816	45663816	chr21:44243933	21	45663780	45664167	chr21:45663780-45664167	chr21	44243933	+	hypomethylation	-0.34	0.18	0.53	TTS10kb	AP001059.6
21	45663816	45663816	chr21:44243933	21	45663780	45664167	chr21:45663780-45664167	chr21	44243933	-	hypomethylation	-0.34	0.18	0.53	TTS10kb	DNMT3L
21	45663816	45663816	chr21:44243933	21	45663780	45664167	chr21:45663780-45664167	chr21	44243933	+	hypomethylation	-0.34	0.18	0.53	TSS1500	AP001059.7
21	45663888	45663888	chr21:44244005	21	45663780	45664167	chr21:45663780-45664167	chr21	44244005	+	hypomethylation	-0.35	0.1	0.44	TTS10kb	AP001059.6
21	45663888	45663888	chr21:44244005	21	45663780	45664167	chr21:45663780-45664167	chr21	44244005	-	hypomethylation	-0.35	0.1	0.44	TTS10kb	DNMT3L
21	45663888	45663888	chr21:44244005	21	45663780	45664167	chr21:45663780-45664167	chr21	44244005	+	hypomethylation	-0.35	0.1	0.44	TSS1500	AP001059.7
21	45663891	45663891	chr21:44244008	21	45663780	45664167	chr21:45663780-45664167	chr21	44244008	+	hypomethylation	-0.34	0.11	0.44	TTS10kb	AP001059.6
21	45663891	45663891	chr21:44244008	21	45663780	45664167	chr21:45663780-45664167	chr21	44244008	+	hypomethylation	-0.34	0.11	0.44	TSS1500	AP001059.7
